Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
09/16/2004,03:00:00 AM,0.7,915.25,-200,4.26142207820818,725,-200,961.75,-200,1485.25,845,20.150000095367,73.824998855591,1.72291223483203
09/16/2004,04:00:00 AM,0.6,896.75,-200,4.5103703069935,738.25,72,935.5,42,1470.75,843,19.125,76.049999237061,1.66682258327952
09/16/2004,05:00:00 AM,0.9,975.75,-200,6.60747374437697,839.5,180,844,50,1561.75,963.75,19.400000095367,75.375,1.68016709107734
09/16/2004,06:00:00 AM,1.4,1065.75,-200,10.1237931617127,982.25,239,740,53,1698.5,1064.5,19.650000095367,74.35000038147,1.68291557332168
09/16/2004,07:00:00 AM,4.2,1434.5,-200,23.3621293812935,1387,664,544,86,2140.25,1467.25,19.900000572205,74.324998855591,1.70828812049213
09/16/2004,08:00:00 AM,4.1,1420.25,-200,25.0255332165333,1429.75,525,512,81,2193.5,1509.5,20.35000038147,72.800001144409,1.71984681535127
09/16/2004,09:00:00 AM,3.6,1365.25,-200,21.6270370873706,1341,543,548.75,96,2032.5,1517.5,21.599999904633,67.700000762939,1.72544337134051
09/16/2004,10:00:00 AM,2.5,1170.75,-200,12.9801328561221,1083,390,694.5,96,1757.75,1276.25,22.949999809265,59.074999809265,1.63302584630296
09/16/2004,11:00:00 AM,1.3,981.75,-200,6.84989194384039,850.25,217,887.5,79,1504.5,873,18.699999809265,73.10000038147,1.56078990688504
09/16/2004,12:00:00 PM,1.7,1021,-200,10.0367184726305,979,248,798.25,95,1579.75,958,21.125,58.324998855591,1.44436640920898
09/16/2004,01:00:00 PM,2.1,1043.75,-200,11.7026918058876,1039.25,333,770.5,127,1608.75,1075.75,23.299999713898,47.050000190735,1.32813569125131
09/16/2004,02:00:00 PM,1.7,1005.25,-200,9.84363183138447,971.75,279,834,102,1513.75,952.25,22.89999961853,47.925000190735,1.3208412442597
09/16/2004,03:00:00 PM,1.9,1021,-200,10.204454244911,985.25,339,816,107,1524.25,977,23.25,46.224999427795,1.30095413387187
09/16/2004,04:00:00 PM,2.3,1063.5,-200,11.9608642859333,1048.25,315,772.25,110,1574,1058.5,23.749999523163,45.35000038147,1.31498324915495
09/16/2004,05:00:00 PM,3.3,1166.75,-200,17.7034720524463,1230.75,365,659.25,124,1744.75,1199,23.77499961853,46.050000190735,1.33727064579889
09/16/2004,06:00:00 PM,3.5,1166.5,-200,18.8252336963577,1263.25,338,640.25,113,1790.25,1212.25,23.025000095367,49.299999237061,1.36894709661871
09/16/2004,07:00:00 PM,3.6,1164,-200,17.5844225122001,1227.25,318,657.5,104,1800.25,1192.75,21.89999961853,53.125,1.3787270100309
09/16/2004,08:00:00 PM,2.9,1092.25,-200,13.796487791718,1110,302,725.25,117,1640.75,1105.25,21.325000286102,54.824999809265,1.37424730734446
09/16/2004,09:00:00 PM,2,997,-200,9.40366650382243,955,214,845,94,1528,925.5,21.174999713898,55.150000572205,1.36988694668607
09/16/2004,10:00:00 PM,1.9,966,-200,9.6258607183171,963.5,-200,857.5,-200,1559.5,1230.5,21.425000667572,54.77499961853,1.38133104073557
09/16/2004,11:00:00 PM,1.5,969,-200,8.54961206733408,921.5,-200,906,-200,1487.5,994.75,20.849999427795,57.174999237061,1.392450077457
09/17/2004,12:00:00 AM,1.1,943.75,-200,10.7491496377764,1005.25,363,874.25,109,1632.75,1094,21.324999809265,55.750000953674,1.39743341083863
09/17/2004,01:00:00 AM,0.8,833.75,-200,6.10137743513052,816.5,178,1022.25,72,1407.75,774,21.400000095367,52.125,1.31251515851775
09/17/2004,02:00:00 AM,0.5,796,-200,3.24774981377646,667.25,55,1162,40,1294.75,558.25,20.60000038147,56.625,1.35825019865545
09/17/2004,03:00:00 AM,0.4,776.75,-200,2.00537650458484,584.5,-200,1305,-200,1265.5,510,20.025000095367,59.124999046326,1.36935330132298
09/17/2004,04:00:00 AM,0.3,751.5,-200,1.22464171650239,520.5,32,1451,23,1247.25,470.75,19.650000095367,61.924999237061,1.40167511848401
09/17/2004,05:00:00 AM,0.3,755,-200,1.30480550802332,527.75,35,1472.25,24,1233.5,471,19.625000476837,59.050001144409,1.33455404513282
09/17/2004,06:00:00 AM,0.5,800,-200,2.19057676096473,598,84,1336.25,41,1277.75,528.75,19.800000667572,56.650000572205,1.29410511952825
09/17/2004,07:00:00 AM,2.4,1146.75,-200,14.59473877353,1135.75,456,736.5,99,1707.75,1113.5,20.249999523163,55.550000190735,1.30434954952611
09/17/2004,08:00:00 AM,2.2,1036,-200,9.6521465507653,964.5,342,854.25,91,1544,986.75,19.699999809265,57.75,1.31118270411742
09/17/2004,09:00:00 AM,1.4,925.75,-200,6.7366761200016,845.25,239,978.5,81,1397.75,850.75,20.199999809265,53.14999961853,1.24419459015945
09/17/2004,10:00:00 AM,1.6,961,-200,7.56376117447344,881,337,931.5,95,1416.75,901,21.97500038147,47.02499961853,1.22594924011821
09/17/2004,11:00:00 AM,1.6,950.5,-200,8.64976322268072,925.5,351,902,113,1459.5,948.75,23.5,41.599999427795,1.18840040722515
09/17/2004,12:00:00 PM,1.6,962,-200,9.02335795018982,940.25,209,889.25,89,1441.25,855,22.750000476837,41.799999237061,1.14172017855182
09/17/2004,01:00:00 PM,2.1,1003.75,-200,10.7216284102969,1004.25,257,831.75,88,1490.25,911.25,23.449999809265,40.375000953674,1.14996865710035
09/17/2004,02:00:00 PM,1.1,893.25,-200,6.34127849702685,827.5,169,988,81,1356.5,672,23.199999809265,42.824999809265,1.20166729927356
09/17/2004,03:00:00 PM,1.6,989.5,-200,9.4231828476455,955.75,216,871.75,82,1476,825.75,23.625,43.199999809265,1.24334402451244
09/17/2004,04:00:00 PM,2.4,1071.25,-200,12.5284540076244,1067.75,303,798,115,1556.25,987.75,23.89999961853,40.800000190735,1.19366357843135
09/17/2004,05:00:00 PM,2.9,1139.5,-200,15.2119314955187,1155.25,320,733,112,1659.75,1104.5,23.60000038147,42.800000190735,1.2299966990045
09/17/2004,06:00:00 PM,2.7,1103.25,-200,14.8150408933103,1142.75,310,740.5,116,1646.5,1088.5,23.224999904633,43.275000572205,1.2161106987392
09/17/2004,07:00:00 PM,3.1,1081.5,-200,15.937573862437,1177.75,341,732.5,129,1604.75,1076.75,22.75,42.500000953674,1.16083990849823
09/17/2004,08:00:00 PM,2.2,991,-200,9.98329351054076,977,272,872.25,110,1447.5,922.75,22.275000095367,42.22500038147,1.12088400962777
09/17/2004,09:00:00 PM,1.5,935,-200,6.88970739599453,852,229,978,105,1343.5,823.5,22.075000286102,42.974999427795,1.12713806064594
09/17/2004,10:00:00 PM,1.2,907.5,-200,5.53972177654787,790,168,1046.25,90,1316.5,717,22.150000095367,42.650000572205,1.12367901473717
09/17/2004,11:00:00 PM,1.3,927.33333333333,-200,6.30833262078891,826,173,1021.3333333333,94,1330.6666666667,734.33333333333,22.13333384196,42.800000508626,1.12649975200385
09/18/2004,12:00:00 AM,1.4,936.25,-200,6.70849793298091,844,186,977.5,96,1364.5,776,22.125,43.500000953674,1.14434928934007
09/18/2004,01:00:00 AM,0.9,846.5,-200,3.70708044173082,694.25,112,1152.75,70,1240.25,593.75,21.474999904633,45.574999809265,1.15280522156601
09/18/2004,02:00:00 AM,0.7,811.75,-200,3.19011070296679,663.75,79,1211.5,57,1214.5,518,21.075000286102,44.47500038147,1.09804866494983
09/18/2004,03:00:00 AM,0.6,804.25,-200,2.44461124549951,615.75,-200,1270.5,-200,1189.25,496.25,20.425000190735,47.099999427795,1.11780079715451
09/18/2004,04:00:00 AM,-200,792.5,-200,2.74111479819173,635.5,62,1213,45,1194.75,514.25,20.575000286102,45.89999961853,1.09931823085668
09/18/2004,05:00:00 AM,0.5,774.75,-200,2.34660763980062,609,58,1318.5,42,1189.5,468.25,20.150000095367,46.699999809265,1.08987473464678
09/18/2004,06:00:00 AM,0.8,835.25,-200,3.63740124581419,690.25,122,1182.5,71,1257,621.25,20.125,47.824999809265,1.11442754745165
09/18/2004,07:00:00 AM,1.2,913.25,-200,6.3908344246556,829.75,173,979.5,82,1371,757.25,20,50.700000762939,1.1724353986385
09/18/2004,08:00:00 AM,1.1,902.75,-200,5.03618144346172,765.25,176,1034.75,81,1317,712,20.674999713898,49.675000190735,1.1969918157165
09/18/2004,09:00:00 AM,1.6,982.25,-200,7.89872214886283,895,233,892,89,1413,858.75,24.300000190735,39.525000572205,1.18418114140087
09/18/2004,10:00:00 AM,1.4,924.75,-200,6.56278402462749,837.5,210,949,83,1323.75,727.75,25.400000095367,34.774998664856,1.11189282161573
09/18/2004,11:00:00 AM,1.2,894.75,-200,5.24730575025914,775.75,178,1024.25,82,1274.25,639.5,26.550000190735,30.699999809265,1.05013701474747
09/18/2004,12:00:00 PM,1.4,930,-200,6.56278402462749,837.5,189,956.5,78,1318.75,679.5,27.674999713898,28.124999523163,1.02720640560699
09/18/2004,01:00:00 PM,1.6,952.5,-200,7.55191285545309,880.5,210,926,79,1338.5,703.75,27.550000190735,28.699999809265,1.04062837713793
09/18/2004,02:00:00 PM,1.1,884.5,-200,5.02124273559317,764.5,162,1017.25,78,1268,619,27.574999809265,29.175000190735,1.05938818644349
09/18/2004,03:00:00 PM,1.1,903.25,-200,5.30321007245831,778.5,137,1009.5,73,1278.25,582.75,28.099999904633,28.624999523163,1.07153410892864
09/18/2004,04:00:00 PM,1.3,927,-200,5.34402630387214,780.5,165,994.25,73,1266.75,593.75,29.14999961853,26.77499961853,1.06484083569948
09/18/2004,05:00:00 PM,1.5,979,-200,6.49599204344846,834.5,204,935.5,100,1337.5,699.75,28.39999961853,28.349999904633,1.07980426420059
09/18/2004,06:00:00 PM,2,1049.5,-200,9.1836883293473,946.5,266,831.5,122,1446.5,912,26.624999523163,32.074999332428,1.10199101996482
09/18/2004,07:00:00 PM,2.4,1091.25,-200,11.6456465597041,1037.25,299,769.5,132,1512,1038.25,25.349999904633,35.325000762939,1.12615567072221
09/18/2004,08:00:00 PM,2,1040.25,-200,9.15795459328947,945.5,234,826.5,116,1423.75,952,24.700000286102,37.14999961853,1.13972950228641
09/18/2004,09:00:00 PM,1.5,997,-200,7.51641542412516,879,181,885.25,109,1404,887.25,23.474999427795,40.625,1.15881705656058
09/18/2004,10:00:00 PM,1.7,1041.75,-200,8.97230666417856,938.25,210,816,109,1455.75,1004,22.824999809265,43.424999237061,1.19145119979766
09/18/2004,11:00:00 PM,2.5,1190.75,-200,12.1488139186892,1054.75,304,706.75,116,1563,1221,22.175000190735,47.85000038147,1.26258014350069
09/19/2004,12:00:00 AM,2.2,1149,-200,10.488913795517,995.75,255,754.25,104,1534,1176.5,21.325000286102,50.474999427795,1.26520989134848
09/19/2004,01:00:00 AM,1.4,972.5,-200,7.1075621643931,861.5,149,850.25,81,1435.75,957.25,20.575000286102,53.199999809265,1.27415534113179
09/19/2004,02:00:00 AM,1.2,940.25,-200,6.23174364475919,822.5,112,890.5,64,1414.5,852.5,19.625000476837,56.625,1.27974803287198
09/19/2004,03:00:00 AM,1.2,949,-200,7.76639255268836,889.5,-200,854.25,-200,1484.25,884.25,18.799999713898,59.800000190735,1.28470938644182
09/19/2004,04:00:00 AM,0.9,829.75,-200,3.78614229055582,698.75,90,1011.75,54,1338.75,736,18.775000095367,59.474999427795,1.27576058148008
09/19/2004,05:00:00 AM,0.5,773.25,-200,2.3430107411589,608.75,46,1169,35,1256.25,590,19.27499961853,56.97500038147,1.26030918168418
09/19/2004,06:00:00 AM,0.6,811,-200,2.87707751698923,644.25,76,1143.5,44,1289,655.25,18.175000190735,60.800001144409,1.25674774207254
09/19/2004,07:00:00 AM,1,901,-200,4.80920485524973,753.75,139,936,62,1350.75,854.25,16.849999904633,66.825000762939,1.27208157204448
09/19/2004,08:00:00 AM,1.3,968.5,-200,7.682679548673,886,179,862.75,68,1450.75,953,18.625,60.025000572205,1.27570588152432
09/19/2004,09:00:00 AM,1.7,1026.5,-200,8.82622272645721,932.5,224,806,85,1465,1049.5,22.199999809265,47.97500038147,1.26778512955558
09/19/2004,10:00:00 AM,2.2,1094.25,-200,10.6461001927796,1001.5,272,754.5,110,1536.25,1113.5,26.450000286102,35.72500038147,1.21489830078132
09/19/2004,11:00:00 AM,2.1,1083,-200,10.1573687803173,983.5,251,783.5,115,1484.75,1048.75,29.97500038147,28.5,1.188317196844
09/19/2004,12:00:00 PM,2.2,1098,-200,11.0190559049138,1015,250,753.5,129,1507.75,995.5,32.199999809265,24.72500038147,1.16962155221311
09/19/2004,01:00:00 PM,2,1058.5,-200,11.932059899493,1047.25,178,761.25,106,1548.75,840.75,29.550000190735,28.574999332428,1.16281465311775
09/19/2004,02:00:00 PM,2,1020.75,-200,10.845710686462,1008.75,137,770.5,87,1544.75,768.5,29.849999904633,28.525000095367,1.18088988880691
09/19/2004,03:00:00 PM,1.2,925,-200,5.09111847589396,768,119,987.25,70,1289.25,541.25,31.125,26.125,1.16299728194575
09/19/2004,04:00:00 PM,1.8,1045.25,-200,8.27060796502395,910.25,193,877.5,106,1385,741.75,34.625,22.375,1.21204368065925
09/19/2004,05:00:00 PM,4.3,1302.75,-200,20.7354087927445,1316.75,329,630.5,151,1816.25,1196.25,33.200000762939,25.425000190735,1.27218255517234
09/19/2004,06:00:00 PM,3.8,1253.5,-200,16.8106365775499,1204.25,413,667.75,179,1655.25,1337.75,29.950000286102,31.39999961853,1.30736428102867
09/19/2004,07:00:00 PM,4.4,1345.25,-200,20.3543173416806,1306.25,489,586.75,188,1806,1415.75,27.5,38.050000190735,1.37564736465427
09/19/2004,08:00:00 PM,3.8,1272.5,-200,15.3238616612596,1158.75,470,644.5,187,1704.25,1341.25,26.175000190735,42.525000572205,1.42304453114082
09/19/2004,09:00:00 PM,1.9,1095.5,-200,8.79460071056488,931.25,228,766,121,1506,1019,24.674999713898,46.375,1.42064036542414
09/19/2004,10:00:00 PM,1.7,1076.75,-200,8.51841685443496,920.25,169,778,99,1508.5,935,23.625,49.974999427795,1.43833604601626
09/19/2004,11:00:00 PM,1.8,1083.5,-200,8.73150190350893,928.75,189,751,100,1516.75,1080.5,22.724999904633,53.64999961853,1.46319387032188
09/20/2004,12:00:00 AM,1.1,980,-200,5.74894973158004,800,100,863,79,1406.5,902.75,22.724999427795,53.774998664856,1.46660292137583
09/20/2004,01:00:00 AM,0.8,881.75,-200,4.0457173102022,713.25,71,978.25,57,1343.25,730.5,22.849999427795,53.049999237061,1.45771495539647
09/20/2004,02:00:00 AM,0.7,851,-200,3.04392187537592,654.75,52,1051.25,43,1301.25,624.75,21.374999523163,57.550000190735,1.44692609642647
09/20/2004,03:00:00 AM,0.6,818.75,-200,2.16965517606906,596.5,-200,1112.25,-200,1280.75,613.25,19.949999809265,62.300000190735,1.43628903485513
09/20/2004,04:00:00 AM,0.5,803.5,-200,2.22915506976702,600.75,57,1122,50,1280.75,646,19.525000095367,63.525001525879,1.42691912178377
09/20/2004,05:00:00 AM,0.5,822.5,-200,2.66468486810257,630.5,69,1090.25,47,1304.25,670.5,20.22500038147,60.75,1.42427497302321
09/20/2004,06:00:00 AM,0.9,902.75,-200,4.70223177296931,748.25,126,936.5,60,1372.75,801.25,19.375,63.52499961853,1.41385076412345
09/20/2004,07:00:00 AM,3.5,1310,-200,21.7198663518089,1343.5,376,573.25,91,2026.25,1352.5,18.724999904633,65.64999961853,1.40388370326774
09/20/2004,08:00:00 AM,-200,1435.75,-200,32.1817974082033,1601.25,-200,455.25,-200,2338,1682.25,20.050000190735,60.625,1.40623989521749
09/20/2004,09:00:00 AM,5.7,1479,-200,27.4624128060945,1490.25,737,493.75,159,2146.25,1748.5,23.450000286102,49.699999809265,1.41556513474609
09/20/2004,10:00:00 AM,3.5,1285.25,-200,18.1056398289198,1242.5,481,599.25,173,1814.75,1582,26.424999713898,41.924999237061,1.42365739344573
09/20/2004,11:00:00 AM,3.7,1261.5,-200,18.6333339238653,1257.75,425,597,174,1835,1483.75,29.875,34,1.40956019157736
09/20/2004,12:00:00 PM,3.1,1224.75,-200,17.5589564612676,1226.5,330,642.75,165,1773.75,1321.25,31.499999523163,30.825000762939,1.401687800949
09/20/2004,01:00:00 PM,3,1161.75,-200,16.2646988138836,1187.75,303,675.5,136,1680.5,1125.25,30.199999809265,30.175000190735,1.2744274279294
09/20/2004,02:00:00 PM,2.6,1103,-200,11.8386502210994,1044,283,757.33333333333,125,1522.6666666667,966.66666666667,30.53333346049,29.299999872843,1.26120995094517
09/20/2004,03:00:00 PM,2.4,1119.75,-200,11.8745399796885,1045.25,264,752,122,1562.75,975.25,31.799999237061,27.400000095367,1.2672522092211
09/20/2004,04:00:00 PM,2.6,1168.75,-200,15.4522099649153,1162.75,280,707.5,124,1639.25,1024.5,34.27499961853,23.200000286102,1.23255782033655
09/20/2004,05:00:00 PM,5,1386,-200,28.790187377897,1522.25,505,559.5,184,1990.25,1469.25,34.050000190735,23.025000095367,1.20805227369467
09/20/2004,06:00:00 PM,5.6,1425.5,-200,31.1344286344034,1577.25,566,521,200,2080,1647.75,30.525000572205,29.249999523163,1.25846043750203
09/20/2004,07:00:00 PM,6.5,1476.25,-200,34.9214066729217,1662.5,681,473.25,225,2167,1784.5,28.14999961853,32.425000190735,1.21729763802934
09/20/2004,08:00:00 PM,4.1,1166.75,-200,19.4945971368116,1282.25,448,633.25,168,1684.5,1371.25,26.474999904633,31.675000190735,1.07874659141048
09/20/2004,09:00:00 PM,2.1,1032.25,-200,11.6812859125735,1038.5,231,761,118,1454.75,1070.75,24.75,33.72500038147,1.03771973756145
09/20/2004,10:00:00 PM,2,1033.75,-200,9.85026336027343,972,230,747.25,115,1437.25,1117.75,23.875,38.074998855591,1.11228347149697
09/20/2004,11:00:00 PM,1.4,985.5,-200,7.65883261800797,885,146,834.75,94,1407.25,930.75,22.974999904633,42.974999427795,1.1897493054614
09/21/2004,12:00:00 AM,0.8,908.25,-200,4.39219118891344,732,77,965.5,62,1310.75,721.75,23.499999523163,44.650000572205,1.27553072314013
09/21/2004,01:00:00 AM,0.8,891.25,-200,4.05025697922261,713.5,82,957.25,68,1294.5,773,22.25,47.700000762939,1.26431723961534
09/21/2004,02:00:00 AM,0.6,842.5,-200,3.05599251157279,655.5,55,1042,50,1270.5,664.75,22.125,49.775000572205,1.3094249490331
09/21/2004,03:00:00 AM,0.5,822.25,-200,2.38995373098234,612,-200,1093.5,-200,1254.25,594,21.800000190735,51.449999809265,1.32722353796374
09/21/2004,04:00:00 AM,0.4,813.5,-200,2.06292760006336,588.75,42,1118.75,36,1246.25,564.75,20.824999809265,55.85000038147,1.35811632404104
09/21/2004,05:00:00 AM,0.6,868.75,-200,3.33503208209205,672.5,102,1032.5,53,1307.25,688.25,18.849999904633,63.02499961853,1.35817021995765
09/21/2004,06:00:00 AM,1.4,1013,-200,8.14787482420468,905.25,231,803.75,79,1499,973.5,18.349999904633,65.5,1.36862869693409
09/21/2004,07:00:00 AM,5.6,1515.25,-200,31.4057576643194,1583.5,699,495.5,133,2287.5,1590.5,18.199999809265,66.074998855591,1.36789710180722
09/21/2004,08:00:00 AM,7.3,1586.5,-200,41.1709871467408,1795,738,424.5,148,2530.5,1820,19.625000476837,60.674999237061,1.37127966301347
09/21/2004,09:00:00 AM,5.3,1490,-200,27.339306082554,1487.25,665,507.75,161,2115,1806.75,22.60000038147,51.424999237061,1.39203005884635
09/21/2004,10:00:00 AM,4.4,1434.5,-200,24.1828713428235,1408.25,598,536.75,191,1990.75,1703.75,25.849999904633,44.199999809265,1.45115820805744
09/21/2004,11:00:00 AM,3.1,1246,-200,16.9608606117264,1208.75,340,632,158,1791.75,1269.75,28.474999904633,39.025000572205,1.4928474394466
09/21/2004,12:00:00 PM,3.3,1265.5,-200,17.7205070792995,1231.25,374,615,157,1767.75,1265.25,30.125,35.14999961853,1.47820263207264
09/21/2004,01:00:00 PM,3.8,1277,-200,19.3174826084175,1277.25,401,585.5,188,1845.75,1226,29.449999809265,36.375,1.47176162346417
09/21/2004,02:00:00 PM,2.3,1141.75,-200,12.6831800095177,1073,275,671.25,143,1635.25,986.5,29.199999809265,37.900000572205,1.51161786979304
09/21/2004,03:00:00 PM,2.6,1206.75,-200,14.586896875182,1135.5,278,644.5,152,1695.5,1023.5,30.525000095367,34.89999961853,1.50154763460524
09/21/2004,04:00:00 PM,3.2,1252.25,-200,17.7801846693094,1233,342,617.75,168,1759,1127,31.52499961853,31.425000190735,1.43099374357903
09/21/2004,05:00:00 PM,5,1398.5,-200,26.554990785442,1468,479,531.25,205,2072.25,1442.25,31.150000095367,31.375,1.39869138247009
09/21/2004,06:00:00 PM,5.6,1464.25,-200,30.3264728577235,1558.5,553,484.75,204,2157.5,1639.25,28.549999713898,37.175000190735,1.42824619104585
09/21/2004,07:00:00 PM,5.4,1422,-200,28.6750330484268,1519.5,531,494,210,2087,1623.5,26.724999904633,42.300000190735,1.46180258857449
09/21/2004,08:00:00 PM,4.4,1307.5,-200,20.0121205444273,1296.75,428,567.25,173,1898.5,1454.25,24.775000095367,48.97500038147,1.50919366957076
09/21/2004,09:00:00 PM,2.4,1137,-200,11.9248634296872,1047,229,679.5,123,1620.25,1138,23.574999809265,53.574999809265,1.53735734689991
09/21/2004,10:00:00 PM,1.5,1040,-200,8.09900075580435,903.25,145,781.75,92,1494.25,950.75,23.02499961853,55.75,1.54804867421871
09/21/2004,11:00:00 PM,1.3,1018,-200,7.65883261800797,885,112,809.25,77,1490.75,863.75,22.14999961853,58.425000190735,1.53929528451038
09/22/2004,12:00:00 AM,1.1,961.75,-200,5.91337061589706,807.75,99,866.25,74,1430,868.25,22.599999904633,56.27499961853,1.52331531259405
09/22/2004,01:00:00 AM,1,930.25,-200,5.09111847589396,768,98,915.5,74,1408.75,825,20.974999904633,61.250000953674,1.50306005200983
09/22/2004,02:00:00 AM,0.6,811.5,-200,2.4081143469226,613.25,54,1132.5,47,1301.75,625.5,23.049999713898,53.975001335144,1.50100563677824
09/22/2004,03:00:00 AM,0.5,826,-200,2.38995373098234,612,-200,1111.25,-200,1304.25,605.25,19.775000095367,65.300000190735,1.48942409950463
09/22/2004,04:00:00 AM,0.6,877.75,-200,3.84368432266309,702,59,948.5,44,1372.5,822,18.349999904633,70.799999237061,1.47937268242372
09/22/2004,05:00:00 AM,0.8,922,-200,5.01129410974165,764,162,891.75,69,1414.5,904.5,18.050000190735,72.52499961853,1.48755072656251
09/22/2004,06:00:00 AM,1.5,1046.5,-200,9.65872278342633,964.75,268,736.5,79,1605.5,1075.25,18.324999809265,70.975002288818,1.48073961994226
09/22/2004,07:00:00 AM,4.1,1375.5,-200,25.9205312383382,1452.25,531,521.25,108,2122.75,1541.25,18.549999713898,68.85000038147,1.45650708624704
09/22/2004,08:00:00 AM,5.5,1513.5,-200,34.2755209120191,1648.25,517,457,119,2399.75,1748.75,20.125000476837,62.699999809265,1.46104776425753
09/22/2004,09:00:00 AM,5.5,1494,-200,29.0316000902987,1528,701,479.25,165,2200.75,1797.75,23.47500038147,52.000000953674,1.48328594402706
09/22/2004,10:00:00 AM,3.7,1316.25,-200,20.0480247405721,1297.75,510,562.25,172,1888.25,1583.75,26.849999427795,42.699998855591,1.48643188993812
09/22/2004,11:00:00 AM,3.3,1269.25,-200,18.2606804670107,1247,415,596.5,180,1813.25,1441,29.075000286102,36.72500038147,1.45426957363202
09/22/2004,12:00:00 PM,2.5,1151.75,-200,13.4461865787451,1098.5,243,673.5,130,1630.5,1093.25,30.849999904633,31.974999904633,1.40137021929053
09/22/2004,01:00:00 PM,2.6,1138,-200,14.0115924803193,1117,267,657.25,120,1646,1018.5,27.924999713898,37.025000572205,1.37200371629117
09/22/2004,02:00:00 PM,2.2,1132,-200,12.0546829377853,1051.5,233,680,117,1608.75,944.25,28.52499961853,37.25,1.42906487079082
09/22/2004,03:00:00 PM,2.6,1186,-200,15.3158550496017,1158.5,295,639.75,141,1700.5,1045.75,30.174999713898,32.874999523163,1.38648110200797
09/22/2004,04:00:00 PM,2.9,1228,-200,16.133508844949,1183.75,309,657.25,151,1724,1088.5,32.875,27.72500038147,1.36224177951587
09/22/2004,05:00:00 PM,5,1424.25,-200,27.298322917744,1486.25,506,522.75,218,2084,1536.75,32.200000286102,28.799999713898,1.36239032372163
09/22/2004,06:00:00 PM,5.1,1427,-200,26.1614587356337,1458.25,479,506.75,213,2048.75,1566,28.824999809265,38.950000762939,1.52034940233647
09/22/2004,07:00:00 PM,5.2,1386.75,-200,26.7374652237509,1472.5,460,507.5,194,2064.5,1509.75,26.650000095367,43.25,1.488099331478
09/22/2004,08:00:00 PM,3.8,1283.5,-200,18.3384120462627,1249.25,363,582,167,1842.25,1299.75,24.60000038147,53.974999427795,1.64612966255237
09/22/2004,09:00:00 PM,2.2,1110.25,-200,11.8530005666003,1044.5,213,688.25,115,1638,1058,23.375,59.925000190735,1.69916940908717
09/22/2004,10:00:00 PM,2.1,1109.75,-200,11.4964686260628,1032,183,701.5,98,1649.75,1001.75,22.52499961853,62.64999961853,1.68826004949726
09/22/2004,11:00:00 PM,1.8,1077.25,-200,9.64557222773208,964.25,163,748.5,93,1571.25,923.25,22.924999713898,62.049999237061,1.71269783763955
09/23/2004,12:00:00 AM,1.6,1036.5,-200,7.95918680814864,897.5,152,793,87,1539,836,22.224999904633,64.949999809265,1.71895053570025
09/23/2004,01:00:00 AM,1.4,1002,-200,6.93533117831936,854,104,817.75,71,1512.5,779,21.400000095367,68.549999237061,1.72609905256639
09/23/2004,02:00:00 AM,0.8,865.25,-200,3.69833972700653,693.75,61,989,49,1384.75,677.75,22.224999427795,62.999999046326,1.66734225280531
09/23/2004,03:00:00 AM,0.5,824.25,-200,2.43363760442311,615,-200,1131.25,-200,1335.75,601.25,22.449999809265,59.89999961853,1.60689712520389
09/23/2004,04:00:00 AM,-200,824,-200,2.24325468145004,601.75,54,1138.25,44,1336.75,592.5,21.14999961853,63.775001525879,1.58172671857814
09/23/2004,05:00:00 AM,0.5,846.66666666667,-200,2.5022595737396,619.66666666667,84,1085.3333333333,58,1339,670,22.93333307902,57.5,1.58790169647401
09/23/2004,06:00:00 AM,0.9,960.75,-200,6.34127849702685,827.5,132,892.25,66,1491.25,836.5,21.275000572205,63.200000762939,1.57938538816397
09/23/2004,07:00:00 AM,3.2,1336.25,-200,21.5714209107234,1339.5,422,539.5,112,2048.5,1399.5,21.349999904633,63.5,1.59410681748633
09/23/2004,08:00:00 AM,2.8,1250.75,-200,18.8427206841211,1263.75,282,581.5,104,1897.25,1392.75,23.724999904633,54.449999809265,1.57649995185641
09/23/2004,09:00:00 AM,2.7,1289.5,-200,18.1400445925374,1243.5,293,603.5,103,1853.25,1415,25.025000095367,50.849999427795,1.59030218617751
09/23/2004,10:00:00 AM,2.4,1215.25,-200,14.7519538711949,1140.75,334,630.5,118,1765.75,1285.25,26.275000572205,48.125,1.61990482537458
09/23/2004,11:00:00 AM,2.7,1248.25,-200,15.9050173043476,1176.75,324,607.5,129,1784.25,1230,26.374999523163,47.27499961853,1.6006380932698
09/23/2004,12:00:00 PM,2.8,1232.5,-200,16.1253245148269,1183.5,294,609.5,127,1774.5,1146.5,29.300000190735,39.525000572205,1.58550859515456
09/23/2004,01:00:00 PM,2.9,1229,-200,17.2293310234149,1216.75,273,598.5,130,1794.75,1106.5,28.974999904633,39.575000762939,1.55813975554471
09/23/2004,02:00:00 PM,2.6,1205.75,-200,15.8399893555857,1174.75,275,618,130,1745.75,1067.75,29.75,38,1.56416475044842
09/23/2004,03:00:00 PM,2.6,1215,-200,15.0526385345916,1150.25,282,608.25,118,1732.75,1115,30.374999523163,37.22500038147,1.5879508585942
